     MC_step       U_adim       M_adim
         145  -0.1192E+04   0.7875E-01
         146  -0.1232E+04   0.1338E+00
         147  -0.1156E+04   0.1350E+00
         148  -0.1208E+04   0.1650E+00
         149  -0.1428E+04   0.1762E+00
         150  -0.1392E+04   0.1562E+00
         151  -0.1280E+04   0.1425E+00
         152  -0.1080E+04   0.1163E+00
         153  -0.1140E+04   0.8250E-01
         154  -0.1248E+04   0.5750E-01
         155  -0.1268E+04   0.4125E-01
         156  -0.1232E+04   0.5625E-01
         157  -0.1160E+04   0.4250E-01
         158  -0.1164E+04   0.1875E-01
         159  -0.1156E+04   0.0000E+00
         160  -0.1184E+04   0.4125E-01
         161  -0.1356E+04   0.3500E-01
         162  -0.1236E+04   0.7750E-01
         163  -0.1168E+04   0.4500E-01
         164  -0.1140E+04   0.7250E-01
         165  -0.1252E+04   0.7375E-01
         166  -0.1184E+04   0.6875E-01
         167  -0.1336E+04   0.6250E-01
         168  -0.1152E+04   0.5750E-01
         169  -0.1200E+04   0.5250E-01
         170  -0.1176E+04   0.4250E-01
         171  -0.1132E+04   0.2000E-01
         172  -0.1240E+04   0.2375E-01
         173  -0.1148E+04   0.8750E-01
         174  -0.1084E+04   0.7000E-01
         175  -0.1120E+04   0.6625E-01
         176  -0.1176E+04   0.2500E-01
         177  -0.1244E+04   0.2750E-01
         178  -0.1136E+04   0.5250E-01
         179  -0.1208E+04   0.4500E-01
         180  -0.1148E+04   0.2125E-01
         181  -0.1080E+04   0.2250E-01
         182  -0.1184E+04   0.4125E-01
         183  -0.1144E+04   0.9000E-01
         184  -0.1156E+04   0.5375E-01
         185  -0.1192E+04   0.8875E-01
         186  -0.1280E+04   0.8875E-01
         187  -0.1236E+04   0.9750E-01
         188  -0.1200E+04   0.7000E-01
         189  -0.1280E+04   0.2250E-01
         190  -0.1276E+04   0.3125E-01
         191  -0.1204E+04   0.1087E+00
         192  -0.1168E+04   0.6750E-01
         193  -0.1088E+04   0.1062E+00
         194  -0.1260E+04   0.1225E+00
         195  -0.1288E+04   0.1338E+00
         196  -0.1300E+04   0.7375E-01
         197  -0.1272E+04   0.8250E-01
         198  -0.1168E+04   0.7625E-01
         199  -0.1168E+04   0.5500E-01
         200  -0.1240E+04   0.4125E-01
         201  -0.1244E+04   0.5250E-01
         202  -0.1208E+04   0.2625E-01
         203  -0.1248E+04   0.4375E-01
         204  -0.1092E+04   0.7375E-01
         205  -0.1212E+04   0.9375E-01
         206  -0.1216E+04   0.1200E+00
         207  -0.1348E+04   0.9875E-01
         208  -0.1312E+04   0.7500E-01
         209  -0.1260E+04   0.1188E+00
         210  -0.1308E+04   0.1388E+00
         211  -0.1292E+04   0.1138E+00
         212  -0.1392E+04   0.1087E+00
         213  -0.1268E+04   0.1338E+00
         214  -0.1224E+04   0.1363E+00
         215  -0.1304E+04   0.1388E+00
         216  -0.1304E+04   0.2350E+00
         217  -0.1312E+04   0.2050E+00
         218  -0.1260E+04   0.2263E+00
         219  -0.1276E+04   0.2137E+00
         220  -0.1272E+04   0.1638E+00
         221  -0.1308E+04   0.1363E+00
         222  -0.1388E+04   0.1938E+00
         223  -0.1416E+04   0.1963E+00
         224  -0.1348E+04   0.1775E+00
         225  -0.1312E+04   0.1938E+00
         226  -0.1400E+04   0.1625E+00
         227  -0.1408E+04   0.1537E+00
         228  -0.1460E+04   0.1725E+00
         229  -0.1352E+04   0.2000E+00
         230  -0.1380E+04   0.2300E+00
         231  -0.1348E+04   0.2412E+00
         232  -0.1364E+04   0.2462E+00
         233  -0.1332E+04   0.2175E+00
         234  -0.1260E+04   0.1275E+00
         235  -0.1216E+04   0.1188E+00
         236  -0.1228E+04   0.1138E+00
         237  -0.1196E+04   0.1062E+00
         238  -0.1204E+04   0.1150E+00
         239  -0.1180E+04   0.1025E+00
         240  -0.1164E+04   0.1150E+00
         241  -0.1368E+04   0.1738E+00
         242  -0.1312E+04   0.1363E+00
         243  -0.1364E+04   0.8500E-01
         244  -0.1260E+04   0.7375E-01
         245  -0.1300E+04   0.6750E-01
         246  -0.1328E+04   0.8125E-01
         247  -0.1344E+04   0.5875E-01
         248  -0.1372E+04   0.3250E-01
         249  -0.1276E+04   0.3375E-01
         250  -0.1276E+04   0.6375E-01
         251  -0.1228E+04   0.4750E-01
         252  -0.1200E+04   0.2375E-01
         253  -0.1300E+04   0.4000E-01
         254  -0.1132E+04   0.2125E-01
         255  -0.1196E+04   0.7125E-01
         256  -0.1224E+04   0.1100E+00
         257  -0.1264E+04   0.1475E+00
         258  -0.1264E+04   0.7625E-01
         259  -0.1300E+04   0.9750E-01
         260  -0.1232E+04   0.9875E-01
         261  -0.1160E+04   0.5625E-01
         262  -0.1188E+04   0.3500E-01
         263  -0.1164E+04   0.7500E-02
         264  -0.1172E+04   0.4000E-01
         265  -0.1180E+04   0.5750E-01
         266  -0.1188E+04   0.1150E+00
         267  -0.1204E+04   0.1237E+00
         268  -0.1364E+04   0.1462E+00
         269  -0.1220E+04   0.1800E+00
         270  -0.1320E+04   0.1925E+00
         271  -0.1292E+04   0.1212E+00
         272  -0.1288E+04   0.1475E+00
         273  -0.1256E+04   0.1787E+00
         274  -0.1252E+04   0.1675E+00
         275  -0.1348E+04   0.1200E+00
         276  -0.1260E+04   0.5625E-01
         277  -0.1224E+04   0.7375E-01
         278  -0.1212E+04   0.1750E-01
         279  -0.1224E+04   0.3250E-01
         280  -0.1264E+04   0.4500E-01
         281  -0.1244E+04   0.5500E-01
         282  -0.1176E+04   0.8375E-01
         283  -0.1392E+04   0.8125E-01
         284  -0.1320E+04   0.9000E-01
         285  -0.1240E+04   0.1225E+00
         286  -0.1248E+04   0.1100E+00
         287  -0.1196E+04   0.1462E+00
         288  -0.1268E+04   0.1375E+00
         289  -0.1388E+04   0.1438E+00
         290  -0.1316E+04   0.1163E+00
         291  -0.1356E+04   0.1200E+00
         292  -0.1332E+04   0.1125E+00
         293  -0.1316E+04   0.1625E+00
         294  -0.1320E+04   0.1550E+00
         295  -0.1320E+04   0.1313E+00
         296  -0.1244E+04   0.1350E+00
         297  -0.1268E+04   0.1638E+00
         298  -0.1236E+04   0.1837E+00
         299  -0.1248E+04   0.1537E+00
         300  -0.1268E+04   0.8625E-01
         301  -0.1176E+04   0.6625E-01
         302  -0.1216E+04   0.6125E-01
         303  -0.1252E+04   0.7000E-01
         304  -0.1160E+04   0.4875E-01
         305  -0.1176E+04   0.4250E-01
         306  -0.1112E+04   0.5500E-01
         307  -0.1156E+04   0.3375E-01
         308  -0.1272E+04   0.7750E-01
         309  -0.1260E+04   0.9500E-01
         310  -0.1136E+04   0.1188E+00
         311  -0.1132E+04   0.1263E+00
         312  -0.1148E+04   0.5375E-01
         313  -0.1220E+04   0.7375E-01
         314  -0.1128E+04   0.9125E-01
         315  -0.1208E+04   0.9625E-01
         316  -0.1192E+04   0.1413E+00
         317  -0.1144E+04   0.1438E+00
         318  -0.1156E+04   0.9625E-01
         319  -0.1184E+04   0.1300E+00
         320  -0.1196E+04   0.1325E+00
         321  -0.1044E+04   0.1038E+00
         322  -0.1164E+04   0.6625E-01
         323  -0.1124E+04   0.1250E-01
         324  -0.1204E+04   0.2625E-01
         325  -0.1244E+04   0.3750E-01
         326  -0.1148E+04   0.8375E-01
         327  -0.1204E+04   0.7875E-01
         328  -0.1140E+04   0.9875E-01
         329  -0.1388E+04   0.9875E-01
         330  -0.1340E+04   0.7750E-01
         331  -0.1348E+04   0.1363E+00
         332  -0.1292E+04   0.1512E+00
         333  -0.1360E+04   0.1338E+00
         334  -0.1360E+04   0.1300E+00
         335  -0.1364E+04   0.1113E+00
         336  -0.1428E+04   0.1675E+00
         337  -0.1232E+04   0.1562E+00
         338  -0.1320E+04   0.2025E+00
         339  -0.1260E+04   0.1625E+00
         340  -0.1280E+04   0.1313E+00
         341  -0.1308E+04   0.1212E+00
         342  -0.1200E+04   0.1588E+00
         343  -0.1124E+04   0.1338E+00
         344  -0.1340E+04   0.1775E+00
         345  -0.1300E+04   0.1875E+00
         346  -0.1300E+04   0.1837E+00
         347  -0.1208E+04   0.1713E+00
         348  -0.1244E+04   0.1837E+00
         349  -0.1216E+04   0.1975E+00
         350  -0.1316E+04   0.1800E+00
         351  -0.1228E+04   0.1487E+00
         352  -0.1176E+04   0.9500E-01
         353  -0.1128E+04   0.1288E+00
         354  -0.1124E+04   0.8875E-01
         355  -0.1268E+04   0.7125E-01
         356  -0.1256E+04   0.8125E-01
         357  -0.1136E+04   0.3750E-01
         358  -0.1280E+04   0.2875E-01
         359  -0.1088E+04   0.2750E-01
         360  -0.1168E+04   0.6250E-02
         361  -0.1308E+04   0.5000E-02
         362  -0.1232E+04   0.3250E-01
         363  -0.1140E+04   0.2875E-01
         364  -0.1320E+04   0.6250E-02
         365  -0.1216E+04   0.5000E-02
         366  -0.1164E+04   0.3750E-02
         367  -0.1248E+04   0.5000E-02
         368  -0.1280E+04   0.5500E-01
         369  -0.1324E+04   0.6500E-01
         370  -0.1304E+04   0.3000E-01
         371  -0.1328E+04   0.6375E-01
         372  -0.1236E+04   0.3875E-01
         373  -0.1292E+04   0.6500E-01
         374  -0.1168E+04   0.1500E-01
         375  -0.1144E+04   0.3500E-01
         376  -0.1164E+04   0.6000E-01
         377  -0.1144E+04   0.3625E-01
         378  -0.1192E+04   0.6500E-01
         379  -0.1228E+04   0.0000E+00
         380  -0.1212E+04   0.1375E-01
         381  -0.1180E+04   0.2250E-01
         382  -0.1116E+04   0.5375E-01
         383  -0.1108E+04   0.1250E-01
         384  -0.1164E+04   0.7500E-01
         385  -0.1176E+04   0.1150E+00
         386  -0.1128E+04   0.8625E-01
         387  -0.1260E+04   0.1375E+00
         388  -0.1288E+04   0.1188E+00
         389  -0.1336E+04   0.1150E+00
         390  -0.1236E+04   0.1450E+00
         391  -0.1264E+04   0.1363E+00
         392  -0.1228E+04   0.1575E+00
         393  -0.1256E+04   0.2000E+00
         394  -0.1244E+04   0.1862E+00
         395  -0.1236E+04   0.9875E-01
         396  -0.1196E+04   0.1075E+00
         397  -0.1092E+04   0.8125E-01
         398  -0.1136E+04   0.9125E-01
         399  -0.1184E+04   0.1400E+00
         400  -0.1084E+04   0.1013E+00
         401  -0.1232E+04   0.1237E+00
         402  -0.1144E+04   0.1738E+00
         403  -0.1192E+04   0.2013E+00
         404  -0.1268E+04   0.2175E+00
         405  -0.1276E+04   0.2063E+00
         406  -0.1268E+04   0.2038E+00
         407  -0.1096E+04   0.2075E+00
         408  -0.1220E+04   0.1688E+00
         409  -0.1200E+04   0.1688E+00
         410  -0.1216E+04   0.1675E+00
         411  -0.1236E+04   0.1300E+00
         412  -0.1256E+04   0.1263E+00
         413  -0.1148E+04   0.1000E+00
         414  -0.1216E+04   0.1525E+00
         415  -0.1248E+04   0.9250E-01
         416  -0.1232E+04   0.1075E+00
         417  -0.1136E+04   0.1025E+00
         418  -0.1052E+04   0.9125E-01
         419  -0.1140E+04   0.1338E+00
         420  -0.1232E+04   0.1250E+00
         421  -0.1328E+04   0.1413E+00
         422  -0.1252E+04   0.6125E-01
         423  -0.1176E+04   0.7375E-01
         424  -0.1204E+04   0.8000E-01
         425  -0.1148E+04   0.1400E+00
         426  -0.1176E+04   0.1025E+00
         427  -0.1200E+04   0.9375E-01
         428  -0.1128E+04   0.8250E-01
         429  -0.1116E+04   0.6375E-01
         430  -0.1104E+04   0.2875E-01
         431  -0.1200E+04   0.2375E-01
         432  -0.1248E+04   0.2375E-01
         433  -0.1184E+04   0.1875E-01
         434  -0.1224E+04   0.2000E-01
         435  -0.1292E+04   0.2500E-02
         436  -0.1268E+04   0.2250E-01
         437  -0.1276E+04   0.5000E-02
         438  -0.1376E+04   0.5250E-01
         439  -0.1296E+04   0.3500E-01
         440  -0.1372E+04   0.1250E-01
         441  -0.1312E+04   0.3250E-01
         442  -0.1336E+04   0.4875E-01
         443  -0.1260E+04   0.2625E-01
         444  -0.1332E+04   0.6875E-01
         445  -0.1348E+04   0.4625E-01
         446  -0.1280E+04   0.5250E-01
         447  -0.1284E+04   0.8375E-01
         448  -0.1288E+04   0.8125E-01
         449  -0.1168E+04   0.8250E-01
         450  -0.1328E+04   0.8375E-01
         451  -0.1344E+04   0.1300E+00
         452  -0.1344E+04   0.6250E-01
         453  -0.1352E+04   0.7875E-01
         454  -0.1380E+04   0.8875E-01
         455  -0.1348E+04   0.1175E+00
         456  -0.1260E+04   0.1512E+00
         457  -0.1256E+04   0.8125E-01
         458  -0.1356E+04   0.1625E-01
         459  -0.1332E+04   0.5375E-01
         460  -0.1276E+04   0.5375E-01
         461  -0.1440E+04   0.4500E-01
         462  -0.1364E+04   0.4625E-01
         463  -0.1292E+04   0.7250E-01
         464  -0.1148E+04   0.6125E-01
         465  -0.1320E+04   0.8125E-01
         466  -0.1340E+04   0.7000E-01
         467  -0.1436E+04   0.3375E-01
         468  -0.1364E+04   0.5875E-01
         469  -0.1316E+04   0.2750E-01
         470  -0.1324E+04   0.4000E-01
         471  -0.1276E+04   0.3375E-01
         472  -0.1272E+04   0.1875E-01
         473  -0.1288E+04   0.3500E-01
         474  -0.1380E+04   0.6500E-01
         475  -0.1320E+04   0.1000E-01
         476  -0.1308E+04   0.1875E-01
         477  -0.1276E+04   0.2875E-01
         478  -0.1288E+04   0.3000E-01
         479  -0.1240E+04   0.4000E-01
         480  -0.1316E+04   0.1125E-01
         481  -0.1248E+04   0.4375E-01
         482  -0.1292E+04   0.8250E-01
         483  -0.1192E+04   0.6500E-01
         484  -0.1192E+04   0.9000E-01
         485  -0.1180E+04   0.5250E-01
         486  -0.1248E+04   0.7875E-01
         487  -0.1220E+04   0.8375E-01
         488  -0.1048E+04   0.5000E-01
         489  -0.1256E+04   0.2375E-01
         490  -0.1160E+04   0.2125E-01
         491  -0.1232E+04   0.6625E-01
         492  -0.1136E+04   0.5375E-01
         493  -0.1256E+04   0.1625E-01
         494  -0.1280E+04   0.6250E-02
         495  -0.1196E+04   0.1375E-01
         496  -0.1252E+04   0.3000E-01
         497  -0.1268E+04   0.4875E-01
         498  -0.1252E+04   0.7500E-01
         499  -0.1176E+04   0.4750E-01
         500  -0.1140E+04   0.5250E-01
         501  -0.1168E+04   0.2250E-01
         502  -0.1088E+04   0.6375E-01
         503  -0.1120E+04   0.2250E-01
         504  -0.1184E+04   0.1625E-01
         505  -0.1232E+04   0.2375E-01
         506  -0.1248E+04   0.2250E-01
         507  -0.1352E+04   0.1000E-01
         508  -0.1328E+04   0.1625E-01
         509  -0.1352E+04   0.6125E-01
         510  -0.1276E+04   0.6625E-01
         511  -0.1196E+04   0.8750E-01
         512  -0.1192E+04   0.7375E-01
         513  -0.1160E+04   0.1050E+00
         514  -0.1292E+04   0.8500E-01
         515  -0.1320E+04   0.9500E-01
         516  -0.1316E+04   0.8875E-01
         517  -0.1260E+04   0.4125E-01
         518  -0.1408E+04   0.6375E-01
         519  -0.1236E+04   0.8125E-01
         520  -0.1244E+04   0.1025E+00
         521  -0.1188E+04   0.1188E+00
         522  -0.1260E+04   0.5000E-01
         523  -0.1184E+04   0.7500E-02
         524  -0.1280E+04   0.8125E-01
         525  -0.1228E+04   0.8500E-01
         526  -0.1328E+04   0.9375E-01
         527  -0.1336E+04   0.1062E+00
         528  -0.1424E+04   0.7625E-01
         529  -0.1408E+04   0.8375E-01
         530  -0.1348E+04   0.5625E-01
         531  -0.1240E+04   0.1013E+00
         532  -0.1324E+04   0.5500E-01
         533  -0.1196E+04   0.1750E-01
         534  -0.1308E+04   0.8750E-02
         535  -0.1252E+04   0.2750E-01
         536  -0.1196E+04   0.6250E-02
         537  -0.1316E+04   0.6875E-01
         538  -0.1140E+04   0.1875E-01
         539  -0.1228E+04   0.1250E-01
         540  -0.1240E+04   0.1250E-01
         541  -0.1172E+04   0.1375E-01
         542  -0.1164E+04   0.3875E-01
         543  -0.1172E+04   0.2875E-01
         544  -0.1204E+04   0.2750E-01
         545  -0.1204E+04   0.2250E-01
         546  -0.1088E+04   0.2500E-02
         547  -0.1156E+04   0.6875E-01
         548  -0.1252E+04   0.5750E-01
         549  -0.1284E+04   0.7500E-01
         550  -0.1340E+04   0.6750E-01
         551  -0.1288E+04   0.3875E-01
         552  -0.1292E+04   0.4125E-01
         553  -0.1372E+04   0.1000E-01
         554  -0.1392E+04   0.4000E-01
         555  -0.1372E+04   0.1750E-01
         556  -0.1300E+04   0.2875E-01
         557  -0.1356E+04   0.1500E-01
         558  -0.1372E+04   0.1000E-01
         559  -0.1264E+04   0.2875E-01
         560  -0.1268E+04   0.6000E-01
         561  -0.1296E+04   0.7500E-01
         562  -0.1252E+04   0.4375E-01
         563  -0.1268E+04   0.5125E-01
         564  -0.1364E+04   0.7375E-01
         565  -0.1240E+04   0.6125E-01
         566  -0.1228E+04   0.2375E-01
         567  -0.1244E+04   0.6875E-01
         568  -0.1260E+04   0.7000E-01
         569  -0.1320E+04   0.9125E-01
         570  -0.1188E+04   0.5125E-01
         571  -0.1224E+04   0.2500E-01
         572  -0.1216E+04   0.6250E-01
         573  -0.1192E+04   0.1500E-01
         574  -0.1144E+04   0.5000E-02
         575  -0.1280E+04   0.2000E-01
         576  -0.1304E+04   0.1875E-01
         577  -0.1296E+04   0.6250E-02
         578  -0.1320E+04   0.3625E-01
         579  -0.1216E+04   0.5000E-02
         580  -0.1196E+04   0.1750E-01
         581  -0.1204E+04   0.2875E-01
         582  -0.1252E+04   0.7375E-01
         583  -0.1296E+04   0.7500E-01
         584  -0.1224E+04   0.7500E-01
         585  -0.1288E+04   0.5625E-01
         586  -0.1248E+04   0.2125E-01
         587  -0.1148E+04   0.1875E-01
         588  -0.1172E+04   0.1625E-01
         589  -0.1228E+04   0.3125E-01
         590  -0.1248E+04   0.1375E-01
         591  -0.1176E+04   0.1250E-02
         592  -0.1256E+04   0.4250E-01
         593  -0.1168E+04   0.3125E-01
         594  -0.1264E+04   0.7875E-01
         595  -0.1260E+04   0.3125E-01
         596  -0.1232E+04   0.5750E-01
         597  -0.1244E+04   0.6000E-01
         598  -0.1060E+04   0.4750E-01
         599  -0.1256E+04   0.2000E-01
         600  -0.1188E+04   0.4750E-01
         601  -0.1188E+04   0.6625E-01
         602  -0.1260E+04   0.8750E-02
         603  -0.1172E+04   0.2625E-01
         604  -0.1200E+04   0.1750E-01
         605  -0.1264E+04   0.6750E-01
         606  -0.1252E+04   0.3375E-01
         607  -0.1288E+04   0.1000E+00
         608  -0.1252E+04   0.1013E+00
         609  -0.1216E+04   0.9375E-01
         610  -0.1268E+04   0.8625E-01
         611  -0.1300E+04   0.8125E-01
         612  -0.1236E+04   0.8000E-01
         613  -0.1080E+04   0.8875E-01
         614  -0.1140E+04   0.5500E-01
         615  -0.1232E+04   0.1013E+00
         616  -0.1128E+04   0.6750E-01
         617  -0.1240E+04   0.7375E-01
         618  -0.1140E+04   0.6000E-01
         619  -0.1188E+04   0.0000E+00
         620  -0.1236E+04   0.1875E-01
         621  -0.1284E+04   0.3000E-01
         622  -0.1320E+04   0.3000E-01
         623  -0.1244E+04   0.1125E-01
         624  -0.1260E+04   0.6250E-02
         625  -0.1356E+04   0.5500E-01
         626  -0.1412E+04   0.8875E-01
         627  -0.1388E+04   0.2625E-01
         628  -0.1168E+04   0.1875E-01
         629  -0.1220E+04   0.6500E-01
         630  -0.1164E+04   0.6250E-02
         631  -0.1220E+04   0.3375E-01
         632  -0.1128E+04   0.3750E-02
         633  -0.1124E+04   0.8750E-02
         634  -0.1100E+04   0.1500E-01
         635  -0.1212E+04   0.1375E-01
         636  -0.1292E+04   0.2750E-01
         637  -0.1376E+04   0.2250E-01
         638  -0.1388E+04   0.1125E-01
         639  -0.1264E+04   0.2750E-01
         640  -0.1332E+04   0.7500E-02
         641  -0.1300E+04   0.4000E-01
         642  -0.1308E+04   0.2500E-02
         643  -0.1184E+04   0.7500E-02
         644  -0.1124E+04   0.3500E-01
         645  -0.1060E+04   0.5500E-01
         646  -0.1180E+04   0.3125E-01
         647  -0.1216E+04   0.4750E-01
         648  -0.1192E+04   0.1750E-01
         649  -0.1208E+04   0.2500E-02
         650  -0.1168E+04   0.8250E-01
         651  -0.1132E+04   0.1113E+00
         652  -0.1180E+04   0.7750E-01
         653  -0.1128E+04   0.1388E+00
         654  -0.1092E+04   0.1313E+00
         655  -0.1168E+04   0.1837E+00
         656  -0.1212E+04   0.1212E+00
         657  -0.1192E+04   0.1263E+00
         658  -0.1232E+04   0.1475E+00
         659  -0.1196E+04   0.9500E-01
         660  -0.1240E+04   0.7375E-01
         661  -0.1112E+04   0.1000E+00
         662  -0.1228E+04   0.7000E-01
         663  -0.1112E+04   0.6375E-01
         664  -0.1044E+04   0.8500E-01
         665  -0.1112E+04   0.5750E-01
         666  -0.1152E+04   0.8375E-01
         667  -0.1048E+04   0.3125E-01
         668  -0.1284E+04   0.1250E-02
         669  -0.1236E+04   0.2500E-01
         670  -0.1212E+04   0.5500E-01
         671  -0.1160E+04   0.5500E-01
         672  -0.1128E+04   0.2250E-01
         673  -0.1220E+04   0.7500E-02
         674  -0.1248E+04   0.8750E-02
         675  -0.1120E+04   0.3875E-01
         676  -0.1140E+04   0.4000E-01
         677  -0.1152E+04   0.3500E-01
         678  -0.1104E+04   0.1875E-01
         679  -0.1064E+04   0.3125E-01
         680  -0.1108E+04   0.2000E-01
         681  -0.1148E+04   0.5750E-01
         682  -0.1248E+04   0.5250E-01
         683  -0.1224E+04   0.1113E+00
         684  -0.1308E+04   0.7625E-01
         685  -0.1268E+04   0.8125E-01
         686  -0.1236E+04   0.1300E+00
         687  -0.1280E+04   0.1375E+00
         688  -0.1276E+04   0.1163E+00
         689  -0.1244E+04   0.1138E+00
         690  -0.1276E+04   0.9750E-01
         691  -0.1204E+04   0.4500E-01
         692  -0.1208E+04   0.1025E+00
         693  -0.1260E+04   0.8750E-01
         694  -0.1184E+04   0.1313E+00
         695  -0.1108E+04   0.1113E+00
         696  -0.1020E+04   0.9750E-01
         697  -0.1100E+04   0.1025E+00
         698  -0.1184E+04   0.1588E+00
